realtime_us,id,x,y,z,r,u,v,buttons,pov
1783141534022749,0,57433,19516,32768,56982,26551,0,0,65535
1783141534023820,0,56799,18399,32768,57325,28084,0,0,65535
1783141534024893,0,56115,17313,32768,57570,29635,0,0,65535
1783141534025968,0,55382,16259,32768,57718,31199,0,0,65535
1783141534027038,0,54601,15239,32768,57768,32768,0,0,65535
1783141534028111,0,53775,14257,32768,57718,34337,0,0,65535
1783141534029185,0,52904,13313,32768,57570,35901,0,0,65535
1783141534030256,0,51037,11550,32768,56982,38985,0,0,65535
1783141534031326,0,50045,10735,32768,56544,40493,0,0,65535
1783141534032370,0,49017,9966,32768,56012,41971,0,0,65535
1783141534033443,0,47955,9245,32768,55388,43412,0,0,65535
1783141534034516,0,46860,8573,32768,54675,44811,0,0,65535
1783141534035584,0,45736,7953,32768,53876,46163,0,0,65535
1783141534036653,0,44585,7384,32768,52993,47462,0,0,65535
1783141534037724,0,43408,6869,32768,52030,48703,0,0,65535
1783141534038829,0,42210,6409,32768,50992,49881,0,0,65535
1783141534039897,0,39756,5655,32768,48703,52030,0,0,65535
1783141534040966,0,38505,5363,32768,47462,52993,0,0,65535
1783141534042035,0,37243,5128,32768,46163,53876,0,0,65535
1783141534044173,0,35971,4952,32768,44811,54675,0,0,65535
1783141534045231,0,34692,4835,32768,43412,55388,0,0,65535
1783141534046304,0,33410,4776,32768,41971,56012,0,0,65535
1783141534047368,0,32126,4776,32768,40493,56544,0,0,65535
1783141534048433,0,30844,4835,32768,38985,56982,0,0,65535
1783141534049501,0,29565,4952,32768,37452,57325,0,0,65535
1783141534050570,0,28293,5128,32768,35901,57570,0,0,65535
1783141534051638,0,25780,5655,32768,32768,57768,0,0,65535
1783141534052706,0,24545,6003,32768,31199,57718,0,0,65535
1783141534053777,0,23326,6409,32768,29635,57570,0,0,65535
1783141534054882,0,22128,6869,32768,28084,57325,0,0,65535
1783141534055951,0,20951,7384,32768,26551,56982,0,0,65535
1783141534057023,0,19800,7953,32768,25043,56544,0,0,65535
1783141534058092,0,18676,8573,32768,23565,56012,0,0,65535
1783141534059161,0,17581,9245,32768,22124,55388,0,0,65535
1783141534060230,0,16519,9966,32768,20725,54675,0,0,65535
1783141534061298,0,15491,10735,32768,19373,53876,0,0,65535
1783141534062369,0,13545,12410,32768,16833,52030,0,0,65535
1783141534063437,0,12632,13313,32768,15655,50992,0,0,65535
1783141534064504,0,11761,14257,32768,14544,49881,0,0,65535
1783141534065573,0,10935,15239,32768,13506,48703,0,0,65535
1783141534066642,0,10154,16259,32768,12543,47462,0,0,65535
1783141534067714,0,9421,17313,32768,11660,46163,0,0,65535
1783141534068784,0,8737,18399,32768,10861,44811,0,0,65535
1783141534069853,0,8103,19516,32768,10148,43412,0,0,65535
1783141534070921,0,7522,20661,32768,9524,41971,0,0,65535
1783141534071991,0,6993,21831,32768,8992,40493,0,0,65535
1783141534073058,0,6100,24238,32768,8211,37452,0,0,65535
1783141534074125,0,5736,25470,32768,7966,35901,0,0,65535
1783141534075196,0,5430,26717,32768,7818,34337,0,0,65535
1783141534076269,0,5182,27977,32768,7768,32768,0,0,65535
1783141534077342,0,4991,29246,32768,7818,31199,0,0,65535
1783141534078369,0,4859,30524,32768,7966,29635,0,0,65535
1783141534079436,0,4785,31806,32768,8211,28084,0,0,65535
1783141534080579,0,4770,33089,32768,8554,26551,0,0,65535
1783141534081647,0,4814,34372,32768,8992,25043,0,0,65535
1783141534082715,0,4917,35652,32768,9524,23565,0,0,65535
1783141534083782,0,5299,38191,32768,10861,20725,0,0,65535
1783141534084886,0,5576,39444,32768,11660,19373,0,0,65535
1783141534085989,0,5911,40684,32768,12543,18074,0,0,65535
1783141534087078,0,6302,41907,32768,13506,16833,0,0,65535
1783141534088181,0,6749,43111,32768,14544,15655,0,0,65535
1783141534089270,0,7251,44293,32768,15655,14544,0,0,65535
1783141534090364,0,7806,45451,32768,16833,13506,0,0,65535
1783141534091510,0,8413,46582,32768,18074,12543,0,0,65535
1783141534092591,0,9072,47684,32768,19373,11660,0,0,65535
1783141534093663,0,9781,48755,32768,20725,10861,0,0,65535
1783141534094760,0,11342,50793,32768,23565,9524,0,0,65535
1783141534096957,0,13083,52680,32768,26551,8554,0,0,65535
1783141534099173,0,14990,54399,32768,29635,7966,0,0,65535
1783141534100288,0,16000,55191,32768,31199,7818,0,0,65535
1783141534102367,0,17046,55937,32768,32768,7768,0,0,65535
1783141534103435,0,18125,56633,32768,34337,7818,0,0,65535
1783141534104503,0,19234,57279,32768,35901,7966,0,0,65535
1783141534105570,0,20372,57874,32768,37452,8211,0,0,65535
1783141534106637,0,22724,58904,32768,40493,8992,0,0,65535
1783141534107705,0,23933,59337,32768,41971,9524,0,0,65535
1783141534108772,0,25160,59714,32768,43412,10148,0,0,65535
1783141534109841,0,26404,60035,32768,44811,10861,0,0,65535
1783141534110909,0,27661,60298,32768,46163,11660,0,0,65535
1783141534111979,0,28928,60503,32768,47462,12543,0,0,65535
1783141534113048,0,30204,60650,32768,48703,13506,0,0,65535
1783141534114120,0,31485,60738,32768,49881,14544,0,0,65535
1783141534115189,0,32768,60768,32768,50992,15655,0,0,65535
1783141534116258,0,34051,60738,32768,52030,16833,0,0,65535
1783141534117328,0,36608,60503,32768,53876,19373,0,0,65535
1783141534118369,0,37875,60298,32768,54675,20725,0,0,65535
1783141534119439,0,39132,60035,32768,55388,22124,0,0,65535
1783141534120509,0,40376,59714,32768,56012,23565,0,0,65535
1783141534121577,0,41603,59337,32768,56544,25043,0,0,65535
1783141534122644,0,42812,58904,32768,56982,26551,0,0,65535
1783141534123720,0,43999,58416,32768,57325,28084,0,0,65535
1783141534124787,0,45164,57874,32768,57570,29635,0,0,65535
1783141534125856,0,46302,57279,32768,57718,31199,0,0,65535
1783141534126922,0,47411,56633,32768,57768,32768,0,0,65535
1783141534127992,0,49536,55191,32768,57570,35901,0,0,65535
1783141534129062,0,50546,54399,32768,57325,37452,0,0,65535
1783141534130130,0,51519,53561,32768,56982,38985,0,0,65535
1783141534131199,0,52453,52680,32768,56544,40493,0,0,65535
1783141534132269,0,53345,51756,32768,56012,41971,0,0,65535
1783141534133339,0,54194,50793,32768,55388,43412,0,0,65535
1783141534134453,0,54998,49792,32768,54675,44811,0,0,65535
1783141534135525,0,55755,48755,32768,53876,46163,0,0,65535
1783141534136623,0,56464,47684,32768,52993,47462,0,0,65535
1783141534137718,0,57123,46582,32768,52030,48703,0,0,65535
1783141534138787,0,58285,44293,32768,49881,50992,0,0,65535
1783141534139855,0,58787,43111,32768,48703,52030,0,0,65535
1783141534140930,0,59234,41907,32768,47462,52993,0,0,65535
1783141534142051,0,59625,40684,32768,46163,53876,0,0,65535
1783141534143146,0,59960,39444,32768,44811,54675,0,0,65535
1783141534144303,0,60237,38191,32768,43412,55388,0,0,65535
1783141534145402,0,60457,36926,32768,41971,56012,0,0,65535
1783141534146473,0,60619,35652,32768,40493,56544,0,0,65535
1783141534147561,0,60722,34372,32768,38985,56982,0,0,65535
1783141534148675,0,60766,33089,32768,37452,57325,0,0,65535
1783141534149798,0,60677,30524,32768,34337,57718,0,0,65535
1783141534150868,0,60545,29246,32768,32768,57768,0,0,65535
1783141534151967,0,60354,27977,32768,31199,57718,0,0,65535
1783141534153038,0,60106,26717,32768,29635,57570,0,0,65535
1783141534154199,0,59800,25470,32768,28084,57325,0,0,65535
1783141534155269,0,59436,24238,32768,26551,56982,0,0,65535
1783141534156382,0,59017,23025,32768,25043,56544,0,0,65535
1783141534157497,0,58543,21831,32768,23565,56012,0,0,65535
1783141534158600,0,58014,20661,32768,22124,55388,0,0,65535
1783141534159672,0,57433,19516,32768,20725,54675,0,0,65535
1783141534160797,0,56115,17313,32768,18074,52993,0,0,65535
1783141534161924,0,55382,16259,32768,16833,52030,0,0,65535
1783141534163018,0,54601,15239,32768,15655,50992,0,0,65535
1783141534164089,0,53775,14257,32768,14544,49881,0,0,65535
1783141534165190,0,52904,13313,32768,13506,48703,0,0,65535
1783141534166312,0,51991,12410,32768,12543,47462,0,0,65535
1783141534167406,0,51037,11550,32768,11660,46163,0,0,65535
1783141534168556,0,50045,10735,32768,10861,44811,0,0,65535
1783141534169625,0,49017,9966,32768,10148,43412,0,0,65535
1783141534170768,0,46860,8573,32768,8992,40493,0,0,65535
1783141534171864,0,45736,7953,32768,8554,38985,0,0,65535
1783141534172933,0,44585,7384,32768,8211,37452,0,0,65535
1783141534174038,0,43408,6869,32768,7966,35901,0,0,65535
1783141534175155,0,42210,6409,32768,7818,34337,0,0,65535
1783141534176330,0,40991,6003,32768,7768,32768,0,0,65535
1783141534177371,0,39756,5655,32768,7818,31199,0,0,65535
1783141534178475,0,38505,5363,32768,7966,29635,0,0,65535
1783141534179582,0,37243,5128,32768,8211,28084,0,0,65535
1783141534180668,0,35971,4952,32768,8554,26551,0,0,65535
1783141534181805,0,33410,4776,32768,9524,23565,0,0,65535
1783141534182894,0,32126,4776,32768,10148,22124,0,0,65535
1783141534183991,0,30844,4835,32768,10861,20725,0,0,65535
1783141534185116,0,29565,4952,32768,11660,19373,0,0,65535
1783141534186193,0,28293,5128,32768,12543,18074,0,0,65535
1783141534187304,0,27031,5363,32768,13506,16833,0,0,65535
1783141534188381,0,25780,5655,32768,14544,15655,0,0,65535
1783141534190502,0,24545,6003,32768,15655,14544,0,0,65535
1783141534191574,0,23326,6409,32768,16833,13506,0,0,65535
1783141534192642,0,22128,6869,32768,18074,12543,0,0,65535
1783141534193710,0,19800,7953,32768,20725,10861,0,0,65535
1783141534194779,0,18676,8573,32768,22124,10148,0,0,65535
1783141534195847,0,17581,9245,32768,23565,9524,0,0,65535
1783141534196888,0,16519,9966,32768,25043,8992,0,0,65535
1783141534197958,0,15491,10735,32768,26551,8554,0,0,65535
1783141534199029,0,14499,11550,32768,28084,8211,0,0,65535
1783141534200103,0,13545,12410,32768,29635,7966,0,0,65535
1783141534201173,0,12632,13313,32768,31199,7818,0,0,65535
1783141534202242,0,11761,14257,32768,32768,7768,0,0,65535
1783141534203312,0,10935,15239,32768,34337,7818,0,0,65535
1783141534204373,0,9421,17313,32768,37452,8211,0,0,65535
1783141534205447,0,8737,18399,32768,38985,8554,0,0,65535
1783141534206517,0,8103,19516,32768,40493,8992,0,0,65535
1783141534207592,0,7522,20661,32768,41971,9524,0,0,65535
1783141534208663,0,6993,21831,32768,43412,10148,0,0,65535
1783141534209730,0,6519,23025,32768,44811,10861,0,0,65535
1783141534210800,0,6100,24238,32768,46163,11660,0,0,65535
1783141534211899,0,5736,25470,32768,47462,12543,0,0,65535
1783141534212969,0,5430,26717,32768,48703,13506,0,0,65535
1783141534214041,0,5182,27977,32768,49881,14544,0,0,65535
1783141534215110,0,4859,30524,32768,52030,16833,0,0,65535
1783141534216180,0,4785,31806,32768,52993,18074,0,0,65535
1783141534217248,0,4770,33089,32768,53876,19373,0,0,65535
1783141534218316,0,4814,34372,32768,54675,20725,0,0,65535
1783141534219369,0,4917,35652,32768,55388,22124,0,0,65535
1783141534220436,0,5079,36926,32768,56012,23565,0,0,65535
1783141534221510,0,5299,38191,32768,56544,25043,0,0,65535
1783141534222577,0,5576,39444,32768,56982,26551,0,0,65535
1783141534223645,0,5911,40684,32768,57325,28084,0,0,65535
1783141534224713,0,6302,41907,32768,57570,29635,0,0,65535
1783141534225822,0,7251,44293,32768,57768,32768,0,0,65535
1783141534226891,0,7806,45451,32768,57718,34337,0,0,65535
1783141534227983,0,8413,46582,32768,57570,35901,0,0,65535
1783141534229130,0,9072,47684,32768,57325,37452,0,0,65535
1783141534230204,0,9781,48755,32768,56982,38985,0,0,65535
1783141534231271,0,10538,49792,32768,56544,40493,0,0,65535
1783141534232403,0,11342,50793,32768,56012,41971,0,0,65535
1783141534233483,0,12191,51756,32768,55388,43412,0,0,65535
1783141534235657,0,14017,53561,32768,53876,46163,0,0,65535
1783141534236728,0,16000,55191,32768,52030,48703,0,0,65535
1783141534237865,0,17046,55937,32768,50992,49881,0,0,65535
1783141534238957,0,18125,56633,32768,49881,50992,0,0,65535
1783141534240065,0,19234,57279,32768,48703,52030,0,0,65535
1783141534241135,0,20372,57874,32768,47462,52993,0,0,65535
1783141534242277,0,21537,58416,32768,46163,53876,0,0,65535
1783141534244369,0,22724,58904,32768,44811,54675,0,0,65535
1783141534245438,0,23933,59337,32768,43412,55388,0,0,65535
1783141534246507,0,25160,59714,32768,41971,56012,0,0,65535
1783141534247576,0,26404,60035,32768,40493,56544,0,0,65535
1783141534248643,0,28928,60503,32768,37452,57325,0,0,65535
1783141534249715,0,30204,60650,32768,35901,57570,0,0,65535
1783141534250783,0,31485,60738,32768,34337,57718,0,0,65535
1783141534251856,0,32768,60768,32768,32768,57768,0,0,65535
1783141534252924,0,34051,60738,32768,31199,57718,0,0,65535
1783141534253993,0,35332,60650,32768,29635,57570,0,0,65535
1783141534255064,0,36608,60503,32768,28084,57325,0,0,65535
1783141534256133,0,37875,60298,32768,26551,56982,0,0,65535
1783141534257203,0,39132,60035,32768,25043,56544,0,0,65535
1783141534258270,0,40376,59714,32768,23565,56012,0,0,65535
1783141534259339,0,42812,58904,32768,20725,54675,0,0,65535
1783141534260370,0,43999,58416,32768,19373,53876,0,0,65535
1783141534261439,0,45164,57874,32768,18074,52993,0,0,65535
1783141534262506,0,46302,57279,32768,16833,52030,0,0,65535
1783141534263576,0,47411,56633,32768,15655,50992,0,0,65535
1783141534264645,0,48490,55937,32768,14544,49881,0,0,65535
1783141534265714,0,49536,55191,32768,13506,48703,0,0,65535
1783141534266783,0,50546,54399,32768,12543,47462,0,0,65535
1783141534267850,0,51519,53561,32768,11660,46163,0,0,65535
1783141534268920,0,52453,52680,32768,10861,44811,0,0,65535
1783141534269988,0,54194,50793,32768,9524,41971,0,0,65535
1783141534271058,0,54998,49792,32768,8992,40493,0,0,65535
1783141534272127,0,55755,48755,32768,8554,38985,0,0,65535
1783141534273197,0,56464,47684,32768,8211,37452,0,0,65535
1783141534274266,0,57123,46582,32768,7966,35901,0,0,65535
1783141534275334,0,57730,45451,32768,7818,34337,0,0,65535
1783141534276395,0,58285,44293,32768,7768,32768,0,0,65535
1783141534277467,0,58787,43111,32768,7818,31199,0,0,65535
1783141534279609,0,59234,41907,32768,7966,29635,0,0,65535
1783141534280679,0,59625,40684,32768,8211,28084,0,0,65535
1783141534281749,0,60237,38191,32768,8992,25043,0,0,65535
1783141534282822,0,60457,36926,32768,9524,23565,0,0,65535
1783141534283891,0,60619,35652,32768,10148,22124,0,0,65535
1783141534284960,0,60722,34372,32768,10861,20725,0,0,65535
1783141534286029,0,60766,33089,32768,11660,19373,0,0,65535
1783141534287104,0,60751,31806,32768,12543,18074,0,0,65535
1783141534288174,0,60677,30524,32768,13506,16833,0,0,65535
1783141534289244,0,60545,29246,32768,14544,15655,0,0,65535
1783141534290350,0,60354,27977,32768,15655,14544,0,0,65535
1783141534291428,0,59800,25470,32768,18074,12543,0,0,65535
1783141534292497,0,59436,24238,32768,19373,11660,0,0,65535
1783141534293570,0,59017,23025,32768,20725,10861,0,0,65535
1783141534294641,0,58543,21831,32768,22124,10148,0,0,65535
1783141534295711,0,58014,20661,32768,23565,9524,0,0,65535
1783141534296780,0,57433,19516,32768,25043,8992,0,0,65535
1783141534297849,0,56799,18399,32768,26551,8554,0,0,65535
1783141534298921,0,56115,17313,32768,28084,8211,0,0,65535
1783141534299990,0,55382,16259,32768,29635,7966,0,0,65535
1783141534301060,0,54601,15239,32768,31199,7818,0,0,65535
1783141534302129,0,52904,13313,32768,34337,7818,0,0,65535
1783141534303199,0,51991,12410,32768,35901,7966,0,0,65535
1783141534304268,0,51037,11550,32768,37452,8211,0,0,65535
1783141534305340,0,50045,10735,32768,38985,8554,0,0,65535
1783141534306368,0,49017,9966,32768,40493,8992,0,0,65535
1783141534307440,0,47955,9245,32768,41971,9524,0,0,65535
1783141534308509,0,46860,8573,32768,43412,10148,0,0,65535
1783141534309579,0,45736,7953,32768,44811,10861,0,0,65535
1783141534310648,0,44585,7384,32768,46163,11660,0,0,65535
1783141534311717,0,43408,6869,32768,47462,12543,0,0,65535
1783141534312786,0,40991,6003,32768,49881,14544,0,0,65535
1783141534313856,0,39756,5655,32768,50992,15655,0,0,65535
1783141534314989,0,38505,5363,32768,52030,16833,0,0,65535
1783141534316074,0,37243,5128,32768,52993,18074,0,0,65535
1783141534317188,0,35971,4952,32768,53876,19373,0,0,65535
1783141534318320,0,34692,4835,32768,54675,20725,0,0,65535
1783141534319415,0,33410,4776,32768,55388,22124,0,0,65535
1783141534320514,0,32126,4776,32768,56012,23565,0,0,65535
1783141534321706,0,30844,4835,32768,56544,25043,0,0,65535
1783141534322774,0,29565,4952,32768,56982,26551,0,0,65535
1783141534323843,0,27031,5363,32768,57570,29635,0,0,65535
1783141534324911,0,25780,5655,32768,57718,31199,0,0,65535
1783141534326026,0,24545,6003,32768,57768,32768,0,0,65535
1783141534327095,0,23326,6409,32768,57718,34337,0,0,65535
1783141534328216,0,22128,6869,32768,57570,35901,0,0,65535
1783141534329326,0,20951,7384,32768,57325,37452,0,0,65535
1783141534330398,0,19800,7953,32768,56982,38985,0,0,65535
1783141534331543,0,18676,8573,32768,56544,40493,0,0,65535
1783141534332643,0,17581,9245,32768,56012,41971,0,0,65535
1783141534333712,0,16519,9966,32768,55388,43412,0,0,65535
1783141534334784,0,14499,11550,32768,53876,46163,0,0,65535
1783141534335878,0,13545,12410,32768,52993,47462,0,0,65535
1783141534337006,0,12632,13313,32768,52030,48703,0,0,65535
1783141534338105,0,11761,14257,32768,50992,49881,0,0,65535
1783141534339223,0,10935,15239,32768,49881,50992,0,0,65535
1783141534340318,0,10154,16259,32768,48703,52030,0,0,65535
1783141534341417,0,9421,17313,32768,47462,52993,0,0,65535
1783141534342486,0,8737,18399,32768,46163,53876,0,0,65535
1783141534343586,0,8103,19516,32768,44811,54675,0,0,65535
1783141534344660,0,7522,20661,32768,43412,55388,0,0,65535
1783141534345725,0,6519,23025,32768,40493,56544,0,0,65535
1783141534346832,0,6100,24238,32768,38985,56982,0,0,65535
1783141534347939,0,5736,25470,32768,37452,57325,0,0,65535
1783141534349007,0,5430,26717,32768,35901,57570,0,0,65535
1783141534350126,0,5182,27977,32768,34337,57718,0,0,65535
1783141534351208,0,4991,29246,32768,32768,57768,0,0,65535
1783141534352337,0,4859,30524,32768,31199,57718,0,0,65535
1783141534353458,0,4785,31806,32768,29635,57570,0,0,65535
1783141534354573,0,4770,33089,32768,28084,57325,0,0,65535
1783141534355660,0,4814,34372,32768,26551,56982,0,0,65535
1783141534356753,0,5079,36926,32768,23565,56012,0,0,65535
1783141534357821,0,5299,38191,32768,22124,55388,0,0,65535
1783141534358920,0,5576,39444,32768,20725,54675,0,0,65535
1783141534361012,0,5911,40684,32768,19373,53876,0,0,65535
1783141534362081,0,6302,41907,32768,18074,52993,0,0,65535
1783141534363150,0,6749,43111,32768,16833,52030,0,0,65535
1783141534364218,0,7251,44293,32768,15655,50992,0,0,65535
1783141534365250,0,7806,45451,32768,14544,49881,0,0,65535
1783141534366318,0,8413,46582,32768,13506,48703,0,0,65535
1783141534367370,0,9072,47684,32768,12543,47462,0,0,65535
1783141534368434,0,10538,49792,32768,10861,44811,0,0,65535
1783141534369505,0,11342,50793,32768,10148,43412,0,0,65535
1783141534370573,0,12191,51756,32768,9524,41971,0,0,65535
1783141534371642,0,13083,52680,32768,8992,40493,0,0,65535
1783141534372715,0,14017,53561,32768,8554,38985,0,0,65535
1783141534373785,0,14990,54399,32768,8211,37452,0,0,65535
1783141534374855,0,16000,55191,32768,7966,35901,0,0,65535
1783141534375924,0,17046,55937,32768,7818,34337,0,0,65535
1783141534376993,0,18125,56633,32768,7768,32768,0,0,65535
1783141534378061,0,19234,57279,32768,7818,31199,0,0,65535
1783141534379129,0,21537,58416,32768,8211,28084,0,0,65535
1783141534380197,0,22724,58904,32768,8554,26551,0,0,65535
1783141534381265,0,23933,59337,32768,8992,25043,0,0,65535
1783141534382333,0,25160,59714,32768,9524,23565,0,0,65535
1783141534383367,0,26404,60035,32768,10148,22124,0,0,65535
1783141534384433,0,27661,60298,32768,10861,20725,0,0,65535
1783141534385501,0,28928,60503,32768,11660,19373,0,0,65535
1783141534386570,0,30204,60650,32768,12543,18074,0,0,65535
1783141534387640,0,31485,60738,32768,13506,16833,0,0,65535
1783141534388714,0,32768,60768,32768,14544,15655,0,0,65535
1783141534389783,0,35332,60650,32768,16833,13506,0,0,65535
1783141534390879,0,36608,60503,32768,18074,12543,0,0,65535
1783141534391994,0,37875,60298,32768,19373,11660,0,0,65535
1783141534393093,0,39132,60035,32768,20725,10861,0,0,65535
1783141534394156,0,40376,59714,32768,22124,10148,0,0,65535
1783141534396264,0,41603,59337,32768,23565,9524,0,0,65535
1783141534397334,0,42812,58904,32768,25043,8992,0,0,65535
1783141534398368,0,43999,58416,32768,26551,8554,0,0,65535
1783141534399440,0,45164,57874,32768,28084,8211,0,0,65535
1783141534400507,0,46302,57279,32768,29635,7966,0,0,65535
1783141534401577,0,48490,55937,32768,32768,7768,0,0,65535
1783141534402644,0,49536,55191,32768,34337,7818,0,0,65535
1783141534403712,0,50546,54399,32768,35901,7966,0,0,65535
1783141534404781,0,51519,53561,32768,37452,8211,0,0,65535
1783141534405849,0,52453,52680,32768,38985,8554,0,0,65535
1783141534406917,0,53345,51756,32768,40493,8992,0,0,65535
1783141534407985,0,54194,50793,32768,41971,9524,0,0,65535
1783141534409054,0,54998,49792,32768,43412,10148,0,0,65535
1783141534410121,0,55755,48755,32768,44811,10861,0,0,65535
1783141534411189,0,56464,47684,32768,46163,11660,0,0,65535
1783141534412256,0,57730,45451,32768,48703,13506,0,0,65535
1783141534413324,0,58285,44293,32768,49881,14544,0,0,65535
1783141534414368,0,58787,43111,32768,50992,15655,0,0,65535
1783141534415437,0,59234,41907,32768,52030,16833,0,0,65535
1783141534416507,0,59625,40684,32768,52993,18074,0,0,65535
1783141534417577,0,59960,39444,32768,53876,19373,0,0,65535
1783141534418645,0,60237,38191,32768,54675,20725,0,0,65535
1783141534419713,0,60457,36926,32768,55388,22124,0,0,65535
1783141534420784,0,60619,35652,32768,56012,23565,0,0,65535
1783141534421853,0,60722,34372,32768,56544,25043,0,0,65535
1783141534422922,0,60751,31806,32768,57325,28084,0,0,65535
1783141534423990,0,60677,30524,32768,57570,29635,0,0,65535
1783141534425054,0,60545,29246,32768,57718,31199,0,0,65535
1783141534426100,0,60354,27977,32768,57768,32768,0,0,65535
1783141534427169,0,60106,26717,32768,57718,34337,0,0,65535
1783141534428240,0,59800,25470,32768,57570,35901,0,0,65535
1783141534429337,0,59436,24238,32768,57325,37452,0,0,65535
1783141534431428,0,59017,23025,32768,56982,38985,0,0,65535
1783141534432493,0,58543,21831,32768,56544,40493,0,0,65535
1783141534433561,0,58014,20661,32768,56012,41971,0,0,65535
1783141534434630,0,56799,18399,32768,54675,44811,0,0,65535
1783141534435698,0,56115,17313,32768,53876,46163,0,0,65535
1783141534436765,0,55382,16259,32768,52993,47462,0,0,65535
1783141534437835,0,54601,15239,32768,52030,48703,0,0,65535
1783141534438906,0,53775,14257,32768,50992,49881,0,0,65535
1783141534439974,0,52904,13313,32768,49881,50992,0,0,65535
1783141534441043,0,51991,12410,32768,48703,52030,0,0,65535
1783141534442110,0,51037,11550,32768,47462,52993,0,0,65535
1783141534443181,0,50045,10735,32768,46163,53876,0,0,65535
1783141534444279,0,49017,9966,32768,44811,54675,0,0,65535
1783141534445346,0,46860,8573,32768,41971,56012,0,0,65535
1783141534446368,0,45736,7953,32768,40493,56544,0,0,65535
1783141534447443,0,44585,7384,32768,38985,56982,0,0,65535
1783141534448513,0,43408,6869,32768,37452,57325,0,0,65535
1783141534449581,0,42210,6409,32768,35901,57570,0,0,65535
1783141534450649,0,40991,6003,32768,34337,57718,0,0,65535
1783141534451717,0,39756,5655,32768,32768,57768,0,0,65535
1783141534452786,0,38505,5363,32768,31199,57718,0,0,65535
1783141534453854,0,37243,5128,32768,29635,57570,0,0,65535
1783141534454927,0,35971,4952,32768,28084,57325,0,0,65535
1783141534455997,0,33410,4776,32768,25043,56544,0,0,65535
1783141534457065,0,32126,4776,32768,23565,56012,0,0,65535
1783141534458131,0,30844,4835,32768,22124,55388,0,0,65535
1783141534459200,0,29565,4952,32768,20725,54675,0,0,65535
1783141534460268,0,28293,5128,32768,19373,53876,0,0,65535
1783141534461334,0,27031,5363,32768,18074,52993,0,0,65535
1783141534462369,0,25780,5655,32768,16833,52030,0,0,65535
1783141534463436,0,24545,6003,32768,15655,50992,0,0,65535
1783141534464560,0,23326,6409,32768,14544,49881,0,0,65535
1783141534465631,0,22128,6869,32768,13506,48703,0,0,65535
1783141534466759,0,19800,7953,32768,11660,46163,0,0,65535
1783141534467885,0,18676,8573,32768,10861,44811,0,0,65535
1783141534470040,0,16519,9966,32768,9524,41971,0,0,65535
1783141534471157,0,15491,10735,32768,8992,40493,0,0,65535
1783141534472278,0,14499,11550,32768,8554,38985,0,0,65535
1783141534473361,0,13545,12410,32768,8211,37452,0,0,65535
1783141534474459,0,12632,13313,32768,7966,35901,0,0,65535
1783141534475583,0,11761,14257,32768,7818,34337,0,0,65535
1783141534476649,0,10935,15239,32768,7768,32768,0,0,65535
1783141534478858,0,8737,18399,32768,8211,28084,0,0,65535
1783141534479993,0,8103,19516,32768,8554,26551,0,0,65535
1783141534481061,0,7522,20661,32768,8992,25043,0,0,65535
1783141534483234,0,6519,23025,32768,10148,22124,0,0,65535
1783141534485442,0,5736,25470,32768,11660,19373,0,0,65535
1783141534486539,0,5430,26717,32768,12543,18074,0,0,65535
1783141534488674,0,5182,27977,32768,13506,16833,0,0,65535
1783141534489741,0,4859,30524,32768,15655,14544,0,0,65535
1783141534490812,0,4785,31806,32768,16833,13506,0,0,65535
1783141534491882,0,4770,33089,32768,18074,12543,0,0,65535
1783141534492951,0,4814,34372,32768,19373,11660,0,0,65535
1783141534494019,0,4917,35652,32768,20725,10861,0,0,65535
1783141534495087,0,5079,36926,32768,22124,10148,0,0,65535
1783141534496155,0,5299,38191,32768,23565,9524,0,0,65535
1783141534497225,0,5576,39444,32768,25043,8992,0,0,65535
1783141534498293,0,5911,40684,32768,26551,8554,0,0,65535
1783141534499363,0,6302,41907,32768,28084,8211,0,0,65535
1783141534500407,0,7251,44293,32768,31199,7818,0,0,65535
1783141534501478,0,7806,45451,32768,32768,7768,0,0,65535
1783141534502547,0,8413,46582,32768,34337,7818,0,0,65535
1783141534503617,0,9072,47684,32768,35901,7966,0,0,65535
1783141534504688,0,9781,48755,32768,37452,8211,0,0,65535
1783141534505757,0,10538,49792,32768,38985,8554,0,0,65535
1783141534506826,0,11342,50793,32768,40493,8992,0,0,65535
1783141534507900,0,12191,51756,32768,41971,9524,0,0,65535
1783141534508969,0,13083,52680,32768,43412,10148,0,0,65535
1783141534510040,0,14017,53561,32768,44811,10861,0,0,65535
1783141534511108,0,14990,54399,32768,46163,11660,0,0,65535
1783141534512177,0,17046,55937,32768,48703,13506,0,0,65535
1783141534513248,0,18125,56633,32768,49881,14544,0,0,65535
1783141534514321,0,19234,57279,32768,50992,15655,0,0,65535
1783141534515369,0,20372,57874,32768,52030,16833,0,0,65535
1783141534516439,0,21537,58416,32768,52993,18074,0,0,65535
1783141534517507,0,22724,58904,32768,53876,19373,0,0,65535
1783141534518575,0,23933,59337,32768,54675,20725,0,0,65535
1783141534519643,0,25160,59714,32768,55388,22124,0,0,65535
1783141534520711,0,26404,60035,32768,56012,23565,0,0,65535
1783141534521780,0,27661,60298,32768,56544,25043,0,0,65535
1783141534522921,0,30204,60650,32768,57325,28084,0,0,65535
1783141534523992,0,31485,60738,32768,57570,29635,0,0,65535
